# f, tau
2.722139368710962231e+02 4.848561250218759611e+00
2.621030509060628901e+02 4.214214467176716106e+00
2.547732398764775610e+02 4.158533999716556018e+00
2.583474385137571403e+02 4.957984072428833322e+00
2.533214222100222059e+02 4.506016263513221709e+00
2.580402604427503661e+02 5.142769823267089535e+00
2.798328884274631037e+02 3.574135139054813948e+00
2.683037937839206961e+02 5.602582057867341092e+00
2.591988560635512044e+02 4.770797662042603804e+00
2.600917041530861411e+02 5.222948671872522652e+00
2.530486048269658568e+02 4.871634698260627339e+00
2.553435710488130610e+02 4.882526326528881633e+00
2.578046240118489436e+02 4.174055201468862997e+00
2.522330381480197730e+02 5.638706775827463602e+00
2.709464368276033497e+02 4.161289564667550955e+00
2.614450007059807035e+02 4.796071013812476913e+00
2.552656637546197942e+02 5.262598818268455325e+00
2.497544061901131442e+02 4.826405591028852804e+00
2.538554615209195617e+02 3.822888666877846120e+00
2.646202305688864271e+02 3.709379570715423569e+00
2.529332499709604463e+02 5.280934182472957872e+00
2.555891306576855868e+02 5.603139307477399633e+00
2.376331988795616894e+02 5.571131800620558572e+00
2.548652142549161965e+02 5.755713376056502462e+00
2.579260888904511262e+02 4.306854962058575431e+00
2.554674826308913680e+02 4.433516020455815720e+00
2.706817973435436784e+02 4.078573071512066051e+00
2.581132414074432972e+02 4.003761034834547594e+00
2.566646293605829214e+02 4.864762048123572491e+00
2.504813913069191358e+02 4.394095895131719942e+00
2.775845980018620480e+02 4.507447977994504917e+00
2.570475668856278162e+02 4.280649577556153496e+00
2.669525993313160939e+02 3.588788138560835783e+00
2.713323435643108610e+02 3.456229118135830891e+00
2.514680829062597809e+02 4.432614983204368642e+00
2.692230591859585047e+02 5.203717873697470075e+00
2.521744211361599071e+02 5.470623669262555389e+00
2.540619053232244653e+02 4.579185915129090567e+00
2.552283844931063186e+02 4.767082802019566579e+00
2.602052248033078854e+02 4.105246709287849960e+00
2.498894141917480738e+02 4.911393698056690127e+00
2.580256203264345913e+02 4.348729061809664564e+00
2.559870661513503194e+02 4.400780668115330307e+00
2.625297442746503975e+02 4.263277158074063600e+00
2.726979804270513341e+02 3.548327839094779446e+00
2.568950999925339147e+02 4.961841523763608208e+00
2.506433471290452530e+02 4.327146502532472461e+00
2.592104011689849585e+02 4.645437992536437299e+00
2.461452934366066074e+02 3.622512727383516928e+00
2.436901995111321355e+02 4.186482648729661804e+00
2.478405046244606922e+02 3.736745202310206349e+00
2.608956327031554565e+02 5.310175946782891288e+00
2.521648346970950172e+02 4.408177712130577852e+00
2.658091146297276737e+02 4.913898578398162797e+00
2.611401571624690519e+02 5.295509598508330029e+00
2.599239996537306752e+02 4.518150929129827631e+00
2.559677544340406143e+02 4.236064133918838515e+00
2.538534310432350196e+02 5.934533372187964950e+00
2.531794506665749225e+02 4.658547474457241044e+00
2.660585269108440798e+02 5.720879554536447920e+00
2.601406924923825841e+02 4.466178593777577532e+00
3.407836611719741313e+02 3.487723162050698544e+00
2.960251060830814254e+02 2.864095333772333163e+00
2.588638301960547210e+02 4.569377830168019017e+00
2.769356474151491625e+02 3.908035408602146710e+00
2.614171492628306623e+02 4.361315324627312862e+00
2.505660783563903635e+02 4.398245141986289575e+00
2.699288558482737699e+02 5.581793082947523743e+00
2.574757652712451659e+02 5.457246534060311127e+00
2.578916084660756951e+02 4.880760562014872406e+00
2.541048637870536311e+02 5.527239875434393213e+00
2.607488048655166040e+02 4.751908582243657087e+00
2.677941906859419419e+02 3.891927821744610050e+00
2.480400796434610413e+02 5.390412950860032026e+00
2.559047992026446821e+02 4.435456916929870985e+00
2.679117517290540604e+02 4.576526733477860098e+00
2.552326362549219425e+02 6.889483776469987220e+00
2.418723795375368297e+02 5.146990062371284758e+00
2.722320476032896863e+02 4.705868713810213322e+00
2.501938508476102072e+02 4.749600678601199277e+00
2.647005241167928489e+02 4.485787364848209613e+00
2.602483050004457823e+02 3.990168509096718275e+00
2.490167303092789837e+02 4.538670746178237181e+00
2.734399405081889540e+02 6.117076869300301922e+00
2.542191417853959479e+02 5.492770590591373292e+00
2.625348002770347762e+02 5.159396624618989513e+00
2.479920912032806370e+02 3.546193319632656049e+00
2.614699509302902811e+02 5.014123965170455222e+00
2.594293489218568425e+02 5.892221506644465201e+00
2.451700293776647754e+02 5.669299110004802245e+00
2.709789104664496904e+02 3.921327050422461102e+00
2.505743667396592116e+02 4.651634613925737405e+00
2.601003233905801153e+02 4.594356574852170638e+00
2.591274933521266917e+02 4.540893216267971155e+00
2.540362924717871920e+02 4.898919074231056214e+00
2.630135570192933869e+02 4.813792414513083706e+00
2.629189165616852506e+02 4.002735113726520133e+00
2.593683802168175134e+02 3.799950902978733058e+00
2.496336521973238973e+02 4.974978887977044906e+00
2.622999126190968013e+02 4.865172867504694132e+00
2.583918841961196335e+02 5.409865611905483540e+00
2.615006588787685473e+02 4.257494002252578014e+00
2.529020365985474541e+02 5.225118639857330827e+00
2.562380708200411163e+02 3.688979760302394606e+00
2.717241375337657132e+02 4.267530618284980370e+00
2.780654946458462291e+02 3.078864975603481824e+00
2.550232537836945426e+02 4.845416750365072467e+00
2.527516984252617647e+02 4.779239238553256719e+00
2.642129149483114361e+02 4.370046596391267357e+00
2.618620669913509005e+02 3.511571872434734232e+00
2.613474978935744275e+02 4.633277896227653514e+00
2.749785646623834623e+02 3.383410798177618251e+00
2.484581445623740592e+02 5.646105591616674246e+00
2.708926041007671301e+02 3.985380239381818512e+00
2.458868413932204930e+02 5.096252391161660178e+00
2.556479334694689669e+02 4.626593700066018222e+00
2.719427401097026973e+02 4.256624048821338491e+00
2.520825195811366655e+02 3.030836982421027948e+00
2.702002247403398201e+02 4.251379469115299514e+00
2.581734460335768517e+02 3.965590773910903089e+00
3.072828859987913575e+02 3.748683436877297215e+00
2.551830563732202393e+02 3.160750046389531054e+00
2.788144674136179901e+02 3.876937656710811364e+00
2.578232570667378809e+02 4.450202162253360072e+00
2.642033929916450461e+02 4.215062350158524929e+00
2.810007569237254188e+02 4.130982378508408104e+00
2.776786928401054979e+02 4.458955166438756557e+00
2.590353077628301435e+02 5.149551278781548724e+00
2.584629330110914793e+02 3.855701640429438637e+00
2.502347640772075295e+02 6.059889211187504010e+00
2.575302719166868428e+02 4.332898374220055970e+00
2.556157362414486443e+02 4.526471578880341795e+00
2.675267385432637752e+02 4.139934239728519927e+00
2.508831211087014594e+02 4.736217451893855568e+00
2.591644965175331663e+02 5.070246812595970098e+00
2.572424034564886028e+02 6.196876096578959547e+00
2.432164609185610686e+02 4.612636868131129830e+00
2.545283901867661029e+02 5.550612835054599792e+00
2.627283151516882640e+02 4.684065375522081354e+00
2.550026476979188885e+02 4.166731548527065954e+00
2.663198175031287747e+02 5.240617993757549442e+00
2.571593129659085548e+02 4.518817784587199959e+00
2.818116996098241884e+02 5.225479439357947342e+00
2.698254347329374809e+02 3.760037488637552272e+00
2.606158328092537317e+02 3.530237477213855168e+00
2.643740857556963419e+02 5.034704448873275950e+00
2.429196960040520707e+02 6.178687219148857324e+00
2.507374395146824497e+02 4.569566947215745856e+00
2.612312408431950530e+02 4.674086197989296920e+00
2.466548678964039141e+02 4.980239929103475127e+00
2.580544164093122390e+02 5.898014606054572617e+00
2.607878480028519448e+02 5.621093623726476807e+00
2.713123228357205790e+02 4.679545128510590679e+00
2.522478947128051630e+02 4.765104665056801636e+00
2.544398714577700673e+02 4.504683695302704294e+00
2.576340086567142293e+02 4.170443960432940855e+00
2.595407855359055134e+02 4.570011256902860808e+00
2.722871159670518182e+02 4.171841852743406243e+00
2.727553917542965110e+02 4.441262105462603138e+00
2.474452249551907244e+02 5.285949055184062217e+00
2.594045809300255883e+02 4.323972471044210231e+00
2.654886050637036305e+02 3.853553931025740731e+00
2.718877384189191275e+02 3.760982456363816784e+00
2.714671198501297340e+02 4.850416964713126333e+00
2.748712697316758522e+02 4.604072901691902864e+00
2.870732880875635828e+02 3.893803500576122900e+00
2.700047963357504273e+02 3.886900816170367978e+00
2.560391536500923735e+02 4.976400266238595549e+00
2.507838555927401956e+02 4.287452841133912784e+00
2.626594266077798920e+02 3.928260798828351774e+00
2.490505590156089966e+02 5.313510426751651750e+00
2.690911315101011496e+02 6.022862144651873528e+00
2.568499923638726159e+02 4.000683258641269724e+00
2.557926537189836438e+02 3.938184458471435168e+00
2.527316817111138505e+02 5.273879073428430431e+00
2.753067137965206825e+02 4.563537531808078640e+00
2.727418978085330536e+02 4.771590024275590203e+00
2.699965839893101247e+02 4.248616211622847416e+00
2.589130009672932715e+02 4.739181945610558166e+00
2.631038122300115560e+02 4.822810159434256505e+00
2.557671939216915007e+02 4.354528781862859965e+00
2.567866881212227668e+02 4.947891525951748193e+00
2.628152045546621025e+02 3.669303846493858767e+00
2.567130781317413835e+02 4.336968159142355894e+00
2.566348002409137052e+02 5.153037670074025023e+00
2.765844533899536941e+02 3.442723890873879533e+00
2.627550928440389839e+02 5.008753407707097871e+00
2.423225744579882814e+02 4.933294022116289312e+00
2.499325846385605132e+02 3.660082392432179255e+00
2.500170822709857532e+02 4.078299942321109484e+00
2.531154196713321767e+02 5.110585861366214289e+00
2.751289322092389398e+02 3.176839126889365428e+00
2.407675946495700714e+02 4.906661310830500611e+00
2.561871632441034308e+02 5.008961549381389489e+00
2.611098264510937952e+02 4.675624423481072434e+00
2.430940540921738489e+02 4.954190420482057711e+00
2.547674687746257405e+02 4.259957417961063975e+00
2.582809215150294904e+02 4.770610138364192565e+00
2.473154059248492160e+02 4.539371710164845197e+00
2.482447161732795848e+02 4.687572995828634070e+00
2.665756425784642829e+02 5.296743223289903213e+00
2.583467225644578207e+02 3.810077876095440352e+00
2.629719162181505681e+02 3.881700878766129570e+00
2.455415962588397178e+02 4.389534518967327159e+00
2.490184766325149326e+02 4.241786138995327526e+00
2.637282809334933518e+02 4.554501026279810461e+00
2.463170390010469930e+02 5.416669238743672565e+00
2.531416062648717684e+02 4.182768388990250941e+00
2.783299003143479240e+02 5.984884303317909549e+00
2.538222487700217016e+02 4.007186015906046173e+00
2.604183594725168973e+02 4.363498487599134279e+00
2.597688833682486802e+02 5.025242359285354787e+00
2.658209150448839750e+02 4.749967432449368587e+00
2.594057903361552349e+02 4.966713329934338006e+00
2.601804136992467420e+02 4.475202832449522994e+00
2.632389994596226188e+02 4.735872515033785923e+00
2.655816747464353966e+02 3.762956072687399178e+00
2.492301989473581614e+02 4.482110377931210365e+00
2.719764083234639429e+02 5.219273784466884614e+00
2.684415885776139135e+02 3.486537901050061894e+00
2.530612716018021615e+02 4.679074097818517686e+00
2.460125804084296419e+02 4.988109402969764794e+00
2.638424016669258663e+02 3.923191330447404201e+00
2.658160853876199212e+02 4.134526895956855519e+00
2.617255924968469571e+02 5.007269127091296568e+00
2.544054380409310738e+02 3.856463102392671427e+00
2.523719063665633939e+02 3.301120112306565435e+00
2.553984523448738173e+02 4.752525652546750301e+00
2.591864075609061615e+02 4.814311489769852237e+00
2.535939176663590899e+02 5.223394313851342119e+00
2.647837721135754805e+02 4.888003122712222037e+00
2.544087220525036344e+02 5.307344642152622249e+00
2.635398790816518613e+02 4.400627892079910453e+00
2.492075091283615791e+02 3.292891479366565566e+00
2.721327973549656463e+02 3.195200474105095001e+00
2.614831623232029756e+02 4.380459764001785494e+00
2.598425300618433198e+02 4.484532550859799294e+00
2.624488863994555459e+02 4.025611808432753236e+00
2.592420092228732074e+02 5.134429117528369169e+00
2.490304209569463580e+02 3.758775903205124891e+00
2.626725958831894445e+02 3.875413960518294676e+00
2.537463910311101074e+02 4.376982888840428743e+00
2.653564696356293666e+02 4.235188862414375421e+00
2.577346250567327388e+02 4.637791963866463973e+00
2.597539017929797183e+02 3.948178003189775076e+00
2.607200704249527803e+02 4.720207456792975265e+00
2.583827548708294444e+02 4.505441280894382672e+00
2.554755373550585205e+02 5.456860962717508201e+00
2.520788099182272219e+02 4.781903848144126279e+00
2.692838590822596530e+02 4.635033457355397069e+00
2.539169961690151638e+02 4.135876323057151360e+00
2.713237693556255294e+02 3.949476052572181484e+00
2.620889689592392529e+02 3.179272796300301351e+00
2.577708802783839133e+02 4.688527761581251951e+00
2.565219950199518166e+02 3.903543439569117535e+00
2.532523991171428008e+02 5.026187772447333835e+00
2.552933555177293954e+02 3.313059612996495762e+00
2.586917387025277435e+02 5.477991534815094710e+00
2.695365963885167275e+02 4.183794799232940065e+00
2.673380907161609912e+02 4.500050564144429721e+00
2.430713358998103786e+02 4.047130040422998398e+00
2.473100196368237107e+02 5.423968022271095535e+00
2.589927509542333723e+02 3.735740610750028168e+00
2.642891494286403145e+02 4.430892456061566342e+00
2.500641232487439254e+02 3.574899567200292783e+00
2.519586802646125250e+02 5.051010707335056971e+00
2.339012340647569204e+02 4.444548194806559493e+00
2.474830735618939173e+02 4.763899684421459391e+00
2.626975291829421053e+02 5.267427406239978183e+00
2.532678190573963661e+02 4.962290273171332977e+00
2.567135415961361673e+02 5.948709053752114784e+00
2.535081275442720425e+02 4.839087002711268681e+00
2.488063174394203259e+02 4.693774846144475710e+00
2.544731753713086562e+02 4.808263793406523767e+00
2.494118009279035277e+02 4.222453644516652282e+00
2.668288534458370691e+02 3.982817238788548320e+00
2.668864890026491707e+02 4.920701023078945191e+00
2.787324835474551605e+02 3.560331152461200244e+00
2.994833974278384403e+02 4.220546693385587744e+00
2.664903192494536484e+02 4.799086059621523681e+00
2.695330077388531436e+02 5.260899274967172801e+00
2.820564893156219455e+02 3.039216230775377614e+00
2.599927287420499624e+02 4.152291381285328598e+00
2.648825621964808761e+02 5.060383053821127852e+00
2.712158442888412537e+02 3.810935552497277001e+00
2.573976336226469357e+02 4.242939245365399792e+00
2.567661442183962208e+02 4.032283885812406155e+00
2.448247535187910557e+02 5.040326824969263875e+00
2.516541087788005768e+02 4.284702993136165539e+00
2.434127980551909900e+02 3.875462340895746927e+00
2.594391115348029757e+02 4.528020840745500486e+00
2.544641158903960729e+02 3.450850183181519704e+00
2.481870315972664969e+02 5.284604725505783307e+00
2.623466835688582250e+02 3.815699998207293220e+00
2.467074799838025001e+02 4.302035839180503807e+00
2.577816646597549948e+02 5.415956789714488906e+00
2.561286440916573497e+02 4.907796770726814195e+00
2.487667769851190940e+02 5.220824029787295650e+00
2.547982237741141773e+02 4.398887732618152135e+00
2.496143179477019487e+02 4.889239107882376700e+00
2.589354094707832701e+02 4.376640259508592479e+00
2.429415428268010828e+02 4.168215487016980525e+00
2.813134180343934077e+02 4.493035234271762768e+00
2.566070201869475795e+02 3.470602490818067043e+00
2.664802234381300536e+02 4.391202591419706813e+00
2.543463284348262903e+02 4.049862341558452705e+00
2.723279614344540960e+02 4.768280309863721200e+00
2.346854615578043592e+02 4.199365712489481872e+00
2.632719008294424725e+02 4.853439423208373071e+00
2.585328940029864384e+02 3.869690026726314347e+00
2.600457820511164755e+02 5.264795440967297679e+00
2.605220103936582632e+02 4.102066042886891140e+00
2.685081789694676218e+02 4.000678620954417397e+00
2.638151488393123714e+02 4.379471405860554611e+00
2.479122735236616961e+02 4.379266161297290516e+00
2.832510326435056527e+02 4.833388729729348299e+00
2.721442553726276969e+02 4.591792811171361066e+00
2.550996466630943473e+02 3.914438305596087631e+00
2.597658090457446747e+02 4.141108429653781009e+00
2.527993784232687915e+02 4.183049504079216163e+00
2.620689794991600934e+02 5.271508835202507015e+00
2.545887472481200291e+02 4.657031481292187358e+00
2.492920034044988995e+02 5.125104193851923284e+00
2.582118804053862959e+02 5.405928866517753839e+00
2.674587617981666767e+02 4.353861539102199529e+00
2.622920545990897381e+02 4.140559282614614034e+00
2.427829254880711005e+02 3.991725293165645283e+00
2.594900211807828896e+02 3.734877739234913285e+00
2.730800129578134374e+02 3.218800769701779974e+00
2.572085388909073913e+02 4.923083765599026940e+00
2.409412411124716016e+02 4.062891560409498837e+00
2.597966177505485348e+02 3.676122307177239978e+00
2.595233840565629748e+02 4.779303808536539577e+00
2.501544499289090595e+02 3.497811316915164781e+00
2.527013435179601970e+02 5.082192529872828324e+00
2.559234426908776925e+02 4.306867623371356757e+00
2.473450774674869024e+02 5.000691800777480545e+00
2.433709194420384563e+02 4.970739189955506454e+00
2.578419218483219879e+02 5.360412472337844569e+00
2.558692471342920385e+02 5.150275506031634976e+00
2.574214537889799885e+02 4.745926852936881879e+00
2.465602569199716072e+02 3.773761745598588124e+00
2.509821368789076814e+02 5.119490319392415500e+00
2.527754182810021746e+02 4.201489704173389406e+00
2.499609592824504318e+02 4.508925468999174235e+00
2.546155492015560640e+02 4.342049019395689768e+00
2.459841872817941066e+02 4.444703056477703029e+00
2.532900424950037461e+02 3.805706977334537111e+00
2.561008322926226697e+02 4.698122206113819033e+00
2.607996811311379020e+02 4.777119602273059762e+00
2.500518022408672891e+02 4.842501988516039191e+00
2.461454746003282139e+02 4.375893738614334616e+00
2.603222867703927363e+02 4.803801357823394902e+00
2.648575255471887999e+02 3.305989970966318303e+00
2.639475412128260245e+02 4.546329445262893287e+00
2.564650825538838035e+02 4.918681115596731601e+00
2.638139770078974493e+02 4.107572163243275121e+00
2.666208010600180387e+02 4.043119205677407457e+00
2.479808803887789566e+02 6.418251279720279534e+00
2.481721791903999019e+02 6.396306302385024622e+00
2.481557274252755008e+02 4.300652769826776023e+00
2.608520370728762714e+02 4.105947098629087577e+00
2.614905432343211942e+02 4.921329819999840538e+00
2.531703465602661254e+02 4.323423025950785537e+00
2.615324700535550733e+02 4.325823032670975010e+00
2.431221687558266922e+02 5.452378359081913928e+00
2.481623993896683658e+02 4.395943395276260546e+00
2.581519260647664282e+02 5.166878095042393149e+00
2.572914216129630631e+02 4.628933524369889696e+00
2.870909696424429853e+02 4.404109952184530385e+00
2.523325699059323028e+02 4.926330837326806211e+00
2.558503391064149355e+02 3.912603254477910575e+00
2.580095807829595174e+02 4.695266718397475003e+00
2.487857880658190766e+02 5.569248270052492344e+00
2.418258030244142276e+02 4.770547551419383581e+00
2.473086695306237175e+02 4.642506678133438314e+00
2.544562496379338654e+02 4.886572961290220007e+00
2.486429452856206979e+02 5.229512741673390863e+00
2.584707295459213015e+02 4.649933795881724841e+00
2.681887358208743990e+02 4.214914283876399104e+00
2.681824414504695824e+02 3.694359773395225144e+00
2.654526954900108535e+02 3.817801308260859727e+00
2.677447130480592818e+02 4.673493102380474440e+00
2.643534094507562600e+02 3.851419881197155171e+00
2.626353619179823795e+02 4.103125407340578512e+00
2.607769343828388173e+02 5.098468550904455832e+00
2.785127720300719147e+02 4.771561806728246147e+00
2.578449745521918999e+02 3.297253209152797737e+00
2.504681382872998086e+02 6.276882595314138058e+00
2.617908509930274477e+02 4.551803610567692893e+00
2.655549891955105295e+02 4.011370885743653858e+00
2.440245017956430615e+02 4.473837105330127351e+00
2.534676340087736719e+02 5.093659890845020577e+00
2.684041413342309284e+02 4.285591733443176565e+00
2.539266407875652192e+02 4.021278846864818846e+00
2.421378135403550118e+02 4.855384121542700271e+00
2.658546767225716394e+02 4.340725902107937628e+00
2.530576586604878742e+02 5.419571309927986746e+00
2.443175527597840926e+02 5.427235689789347006e+00
2.663406063238896309e+02 4.258308308978019596e+00
2.510076940414986382e+02 5.696367746300595947e+00
2.437492702028823430e+02 4.332174353782951570e+00
2.536445500820911434e+02 4.382887453173810677e+00
2.657140386091317055e+02 3.189958993815689592e+00
2.576385858618843372e+02 4.836384300517589274e+00
2.596810520008852450e+02 4.920627534996651065e+00
2.757844701040323230e+02 3.465093048379634499e+00
2.517154119391028360e+02 5.795378166467449077e+00
2.552295079841324252e+02 4.019070953919410272e+00
2.466474030634268217e+02 4.296641163365945815e+00
2.779862630314607941e+02 4.308996962505474038e+00
2.389424446822500272e+02 4.383292747400517442e+00
2.457209903609648620e+02 5.331399191937678417e+00
2.683538736369199569e+02 5.396561975182495807e+00
2.713836607227635227e+02 3.971681851976046396e+00
2.475838241889661901e+02 3.249137865632270472e+00
2.588273712157315458e+02 4.329394376834903468e+00
2.482233630638993986e+02 5.145805622456087747e+00
2.567159251872863592e+02 5.578781634765035413e+00
2.508389017895867710e+02 5.772977609933136911e+00
2.446908518856330659e+02 5.004239359674079068e+00
2.575673864589439290e+02 5.206567926905660393e+00
2.597350297508455128e+02 4.150290829177803786e+00
2.547247126011106673e+02 4.114789819603292820e+00
2.511480346475584611e+02 4.999506609240095045e+00
2.623179763905257005e+02 5.519311535215261522e+00
2.424186819859515651e+02 5.316577626744976470e+00
2.566067141095600732e+02 4.076654718697271029e+00
2.776981449242066446e+02 3.614008363775981891e+00
2.527180356374515497e+02 5.259536383441007601e+00
2.586890148437465768e+02 5.700233693514318745e+00
2.570488488305830970e+02 4.634705713495236523e+00
2.550385323884381990e+02 4.251320790322449916e+00
2.472531424398196407e+02 4.582458023425798999e+00
2.663689092611101614e+02 5.417103654460095896e+00
2.459617877243833561e+02 5.629518491045554462e+00
2.390956227269211070e+02 5.162800809261255175e+00
2.529245514096959937e+02 4.461910474927523573e+00
2.335898248729182853e+02 3.700842237379881716e+00
2.429005226654302305e+02 4.318831550182213874e+00
2.571502223987450293e+02 5.452008900288367599e+00
2.607314920274665724e+02 3.949977179727671484e+00
2.536089119781183001e+02 3.507040530025079761e+00
2.641126766295354287e+02 5.052485314884389567e+00
2.601690819906705201e+02 5.149159018112418273e+00
2.597121987060643278e+02 3.976163279949886498e+00
2.722274094150139376e+02 3.978503895782018240e+00
2.639450162869712244e+02 4.583445299297269848e+00
2.613698264239051241e+02 4.836120444301719168e+00
2.709414010904901033e+02 4.257821211632601965e+00
2.891480841919091063e+02 3.117748378530228237e+00
2.680015631237316711e+02 3.663701533316604753e+00
2.902967693791602528e+02 3.480087771228178362e+00
2.828255789249504346e+02 4.109080424873974735e+00
2.682849391480114605e+02 4.011604829325182919e+00
2.855206204634639562e+02 3.669168883096035838e+00
2.556751681698710286e+02 5.085102221888225138e+00
2.707304369025181927e+02 3.710720236197625255e+00
2.643180266964624252e+02 4.088151462453480711e+00
2.598048352249876416e+02 4.816402316607451439e+00
2.679449761665590586e+02 6.039972409939585063e+00
2.464506322325856047e+02 4.155578336248014537e+00
2.581425230289855222e+02 4.906188103580940485e+00
2.600629853384629087e+02 4.558333457970237923e+00
2.521986485195286889e+02 5.597233514091266571e+00
2.654678618340297476e+02 4.328961204251879913e+00
2.481932299883716837e+02 5.384115628305044865e+00
2.525634115652191838e+02 4.158816692317756747e+00
2.512054105307660734e+02 4.430814413677267360e+00
2.713808659023582663e+02 4.109883087796169399e+00
2.552914254186549385e+02 4.677492115797959649e+00
2.650846552096537607e+02 4.733496703291967478e+00
2.575364077256503492e+02 5.206733956554442599e+00
2.543375474930064684e+02 5.166118594733637437e+00
2.471082526709809031e+02 3.503658155202313385e+00
2.601232849790515047e+02 5.413739767102426548e+00
2.705648879712796884e+02 4.203676266369289927e+00
2.633743057945288797e+02 3.887931700313778993e+00
2.555976460423454171e+02 4.245847696412955230e+00
2.541094926292561524e+02 3.945349304945274582e+00
2.465583545452148826e+02 5.167290112393523316e+00
2.585651672554512857e+02 4.356659593893041027e+00
2.588948973743346755e+02 4.424286145275983628e+00
2.626898538620685031e+02 4.519197191691495696e+00
2.619984470728974202e+02 4.044121050521423122e+00
2.534958114678677816e+02 3.749078701917015533e+00
2.607520690861911703e+02 3.744064620122861342e+00
2.665549607465478061e+02 5.675249885672358552e+00
2.757628731623427711e+02 4.658397072710057429e+00
2.575038984829599826e+02 5.529310559648997092e+00
2.636821392110718989e+02 4.344063447184118409e+00
2.526051230950533295e+02 4.566206912665889739e+00
2.589552310018687535e+02 4.466008707139809353e+00
2.571486181648353977e+02 5.554944901684855552e+00
2.601369725694232216e+02 5.384514205472650694e+00
2.546440365992295938e+02 5.431131737525650927e+00
2.748700159151530897e+02 3.979083150304261629e+00
2.741181034758960777e+02 4.143141431826284915e+00
2.631435508532040330e+02 4.857998695725099125e+00
2.539399294890684189e+02 4.805825438236301039e+00
2.529634853235937157e+02 3.669180991658695934e+00
2.496761861912958409e+02 4.450741460115972714e+00
2.616055954137389108e+02 4.836637640280770256e+00
2.535068795283593488e+02 5.518514297290908921e+00
2.468992074618097945e+02 3.712031238177297521e+00
2.461758137604055605e+02 5.062665097232263989e+00
2.534645161470070889e+02 4.151617089053543985e+00
2.564287117604284276e+02 4.714868521041797322e+00
2.613940359110394525e+02 5.563614343577667931e+00
2.561807997015745855e+02 5.616925311973192336e+00
2.565737340030933069e+02 4.585244942253129175e+00
2.633804350086838326e+02 4.452162879544638407e+00
2.606708049148209625e+02 5.148835171548777900e+00
2.547932886467287972e+02 4.338901017473084210e+00
2.548045960578116933e+02 5.257367952181437154e+00
2.608491715203331864e+02 5.254953598178953911e+00
2.522696282965663954e+02 5.811398123073593602e+00
2.658780216180073808e+02 4.796289537042047968e+00
2.590191581829889742e+02 5.027017286712039734e+00
2.634223653110684040e+02 3.966536602281447443e+00
2.657167521625628979e+02 4.643779444803930012e+00
2.641727890493548330e+02 4.091002491334127633e+00
2.502906698709221303e+02 4.762189695334543060e+00
2.498653817177840324e+02 3.567340459929906782e+00
2.685694713428087539e+02 3.238198915387570764e+00
2.396990255204055700e+02 4.095991535522268023e+00
2.459641525127367458e+02 4.747400614049521295e+00
2.689337527254728002e+02 4.339589794043149595e+00
2.508942146984896624e+02 5.640656961038032158e+00
2.531419461642408635e+02 4.140698146367654431e+00
2.638762008711454996e+02 4.753544230113081248e+00
2.534630049672531698e+02 4.823192891218622158e+00
2.541527387904440616e+02 5.255824882835809397e+00
2.734825144834515527e+02 4.022616371137708313e+00
2.660700895635820871e+02 3.986562712374326800e+00
2.860751034780274153e+02 3.643330668221889113e+00
2.740648470417946783e+02 3.714786785209821751e+00
2.563176743107577522e+02 3.680636821289918093e+00
2.624315356101463976e+02 5.397675867565483010e+00
2.345168034360770832e+02 4.126631883588325778e+00
2.587903072075122850e+02 4.674443572415457382e+00
2.414997681216210026e+02 4.594098658540608504e+00
2.479664685848508725e+02 4.134966998660109638e+00
2.591364746218162622e+02 4.298748876863020207e+00
2.547520835230574221e+02 4.384490261680296541e+00
2.499701604115688838e+02 5.409873678193794611e+00
2.608927683161808204e+02 3.674293986993323546e+00
2.530408864753757996e+02 4.237703221951573340e+00
2.569277798028729762e+02 4.520947500318644785e+00
2.567307756432808787e+02 4.911576616805239048e+00
2.643668600899495686e+02 3.904647401603952517e+00
2.623714159792340865e+02 4.416616744135247963e+00
2.797216749934420932e+02 4.264463944310885601e+00
2.686247368741204014e+02 4.768020359682439313e+00
2.702025340377227280e+02 3.991997085544954693e+00
2.677992175855146115e+02 3.705334915722809264e+00
2.558725807019045249e+02 3.448922514713186338e+00
2.639594880369413659e+02 4.281795243419892927e+00
2.787202057409070335e+02 3.419092696305849444e+00
2.873317726998346302e+02 4.377306650953901368e+00
2.595324322401066865e+02 5.042919171370561671e+00
2.553370515547648552e+02 5.665565660665690118e+00
2.545031027318358952e+02 3.976688141886291827e+00
2.522347733213584036e+02 4.888266949197367595e+00
2.601539672505197700e+02 5.791336113109141870e+00
2.663367517934711941e+02 3.841127049948098282e+00
2.608821652571246545e+02 3.904780681165409550e+00
2.509690118481500178e+02 5.054208954915893059e+00
2.565207833190009410e+02 4.629042081617862792e+00
2.637324169921416797e+02 3.487101148413734641e+00
2.640307912667861956e+02 4.101483873551203807e+00
2.630764885078498310e+02 4.250832278476101678e+00
2.515466481544140436e+02 4.630978772590549575e+00
2.545109823031786505e+02 5.305078062707250908e+00
2.533356370374207245e+02 5.394700758044944422e+00
2.557954361842936635e+02 4.433088152480166855e+00
2.547413026233080018e+02 4.414822437667782928e+00
2.652439428645709540e+02 3.762510889276179160e+00
2.729281223802860268e+02 3.596649648849344683e+00
2.612389986119769105e+02 4.932046366160531825e+00
2.656290957452175689e+02 4.735116669843147719e+00
2.707708226011052943e+02 4.149489720444605290e+00
2.521016370274454061e+02 4.512197813223717269e+00
